Level,Total,Next level,Difference
11784,"27,248,283,853,140,000","7,026,248,580,000","1,202,070,000"
11785,"27,255,310,101,720,000","7,027,450,752,000","1,202,172,000"
11786,"27,262,337,552,472,000","7,028,653,026,000","1,202,274,000"
11787,"27,269,366,205,498,000","7,029,855,402,000","1,202,376,000"
11788,"27,276,396,060,900,000","7,031,057,880,000","1,202,478,000"
11789,"27,283,427,118,780,000","7,032,260,460,000","1,202,580,000"
11790,"27,290,459,379,240,000","7,033,463,142,000","1,202,682,000"
11791,"27,297,492,842,382,000","7,034,665,926,000","1,202,784,000"
11792,"27,304,527,508,308,000","7,035,868,812,000","1,202,886,000"
11793,"27,311,563,377,120,000","7,037,071,800,000","1,202,988,000"
11794,"27,318,600,448,920,000","7,038,274,890,000","1,203,090,000"
11795,"27,325,638,723,810,000","7,039,478,082,000","1,203,192,000"
11796,"27,332,678,201,892,000","7,040,681,376,000","1,203,294,000"
11797,"27,339,718,883,268,000","7,041,884,772,000","1,203,396,000"
11798,"27,346,760,768,040,000","7,043,088,270,000","1,203,498,000"
11799,"27,353,803,856,310,000","7,044,291,870,000","1,203,600,000"
11800,"27,360,848,148,180,000","7,045,495,572,000","1,203,702,000"
11801,"27,367,893,643,752,000","7,046,699,376,000","1,203,804,000"
11802,"27,374,940,343,128,000","7,047,903,282,000","1,203,906,000"
11803,"27,381,988,246,410,000","7,049,107,290,000","1,204,008,000"
11804,"27,389,037,353,700,000","7,050,311,400,000","1,204,110,000"
11805,"27,396,087,665,100,000","7,051,515,612,000","1,204,212,000"
11806,"27,403,139,180,712,000","7,052,719,926,000","1,204,314,000"
11807,"27,410,191,900,638,000","7,053,924,342,000","1,204,416,000"
11808,"27,417,245,824,980,000","7,055,128,860,000","1,204,518,000"
11809,"27,424,300,953,840,000","7,056,333,480,000","1,204,620,000"
11810,"27,431,357,287,320,000","7,057,538,202,000","1,204,722,000"
11811,"27,438,414,825,522,000","7,058,743,026,000","1,204,824,000"
11812,"27,445,473,568,548,000","7,059,947,952,000","1,204,926,000"
11813,"27,452,533,516,500,000","7,061,152,980,000","1,205,028,000"
11814,"27,459,594,669,480,000","7,062,358,110,000","1,205,130,000"
11815,"27,466,657,027,590,000","7,063,563,342,000","1,205,232,000"
11816,"27,473,720,590,932,000","7,064,768,676,000","1,205,334,000"
11817,"27,480,785,359,608,000","7,065,974,112,000","1,205,436,000"
11818,"27,487,851,333,720,000","7,067,179,650,000","1,205,538,000"
11819,"27,494,918,513,370,000","7,068,385,290,000","1,205,640,000"
11820,"27,501,986,898,660,000","7,069,591,032,000","1,205,742,000"
11821,"27,509,056,489,692,000","7,070,796,876,000","1,205,844,000"
11822,"27,516,127,286,568,000","7,072,002,822,000","1,205,946,000"
11823,"27,523,199,289,390,000","7,073,208,870,000","1,206,048,000"
11824,"27,530,272,498,260,000","7,074,415,020,000","1,206,150,000"
11825,"27,537,346,913,280,000","7,075,621,272,000","1,206,252,000"
11826,"27,544,422,534,552,000","7,076,827,626,000","1,206,354,000"
11827,"27,551,499,362,178,000","7,078,034,082,000","1,206,456,000"
11828,"27,558,577,396,260,000","7,079,240,640,000","1,206,558,000"
11829,"27,565,656,636,900,000","7,080,447,300,000","1,206,660,000"
11830,"27,572,737,084,200,000","7,081,654,062,000","1,206,762,000"
11831,"27,579,818,738,262,000","7,082,860,926,000","1,206,864,000"
11832,"27,586,901,599,188,000","7,084,067,892,000","1,206,966,000"
11833,"27,593,985,667,080,000","7,085,274,960,000","1,207,068,000"
11834,"27,601,070,942,040,000","7,086,482,130,000","1,207,170,000"
11835,"27,608,157,424,170,000","7,087,689,402,000","1,207,272,000"
11836,"27,615,245,113,572,000","7,088,896,776,000","1,207,374,000"
11837,"27,622,334,010,348,000","7,090,104,252,000","1,207,476,000"
11838,"27,629,424,114,600,000","7,091,311,830,000","1,207,578,000"
11839,"27,636,515,426,430,000","7,092,519,510,000","1,207,680,000"
11840,"27,643,607,945,940,000","7,093,727,292,000","1,207,782,000"
11841,"27,650,701,673,232,000","7,094,935,176,000","1,207,884,000"
11842,"27,657,796,608,408,000","7,096,143,162,000","1,207,986,000"
11843,"27,664,892,751,570,000","7,097,351,250,000","1,208,088,000"
11844,"27,671,990,102,820,000","7,098,559,440,000","1,208,190,000"
11845,"27,679,088,662,260,000","7,099,767,732,000","1,208,292,000"
11846,"27,686,188,429,992,000","7,100,976,126,000","1,208,394,000"
11847,"27,693,289,406,118,000","7,102,184,622,000","1,208,496,000"
11848,"27,700,391,590,740,000","7,103,393,220,000","1,208,598,000"
11849,"27,707,494,983,960,000","7,104,601,920,000","1,208,700,000"
11850,"27,714,599,585,880,000","7,105,810,722,000","1,208,802,000"
11851,"27,721,705,396,602,000","7,107,019,626,000","1,208,904,000"
11852,"27,728,812,416,228,000","7,108,228,632,000","1,209,006,000"
11853,"27,735,920,644,860,000","7,109,437,740,000","1,209,108,000"
11854,"27,743,030,082,600,000","7,110,646,950,000","1,209,210,000"
11855,"27,750,140,729,550,000","7,111,856,262,000","1,209,312,000"
11856,"27,757,252,585,812,000","7,113,065,676,000","1,209,414,000"
11857,"27,764,365,651,488,000","7,114,275,192,000","1,209,516,000"
11858,"27,771,479,926,680,000","7,115,484,810,000","1,209,618,000"
11859,"27,778,595,411,490,000","7,116,694,530,000","1,209,720,000"
11860,"27,785,712,106,020,000","7,117,904,352,000","1,209,822,000"
11861,"27,792,830,010,372,000","7,119,114,276,000","1,209,924,000"
11862,"27,799,949,124,648,000","7,120,324,302,000","1,210,026,000"
11863,"27,807,069,448,950,000","7,121,534,430,000","1,210,128,000"
11864,"27,814,190,983,380,000","7,122,744,660,000","1,210,230,000"
11865,"27,821,313,728,040,000","7,123,954,992,000","1,210,332,000"
11866,"27,828,437,683,032,000","7,125,165,426,000","1,210,434,000"
11867,"27,835,562,848,458,000","7,126,375,962,000","1,210,536,000"
11868,"27,842,689,224,420,000","7,127,586,600,000","1,210,638,000"
11869,"27,849,816,811,020,000","7,128,797,340,000","1,210,740,000"
11870,"27,856,945,608,360,000","7,130,008,182,000","1,210,842,000"
11871,"27,864,075,616,542,000","7,131,219,126,000","1,210,944,000"
11872,"27,871,206,835,668,000","7,132,430,172,000","1,211,046,000"
11873,"27,878,339,265,840,000","7,133,641,320,000","1,211,148,000"
11874,"27,885,472,907,160,000","7,134,852,570,000","1,211,250,000"
11875,"27,892,607,759,730,000","7,136,063,922,000","1,211,352,000"
11876,"27,899,743,823,652,000","7,137,275,376,000","1,211,454,000"
11877,"27,906,881,099,028,000","7,138,486,932,000","1,211,556,000"
11878,"27,914,019,585,960,000","7,139,698,590,000","1,211,658,000"
11879,"27,921,159,284,550,000","7,140,910,350,000","1,211,760,000"
11880,"27,928,300,194,900,000","7,142,122,212,000","1,211,862,000"
11881,"27,935,442,317,112,000","7,143,334,176,000","1,211,964,000"
11882,"27,942,585,651,288,000","7,144,546,242,000","1,212,066,000"
11883,"27,949,730,197,530,000","7,145,758,410,000","1,212,168,000"
11884,"27,956,875,955,940,000","7,146,970,680,000","1,212,270,000"
11885,"27,964,022,926,620,000","7,148,183,052,000","1,212,372,000"
11886,"27,971,171,109,672,000","7,149,395,526,000","1,212,474,000"
11887,"27,978,320,505,198,000","7,150,608,102,000","1,212,576,000"
11888,"27,985,471,113,300,000","7,151,820,780,000","1,212,678,000"
11889,"27,992,622,934,080,000","7,153,033,560,000","1,212,780,000"
11890,"27,999,775,967,640,000","7,154,246,442,000","1,212,882,000"
11891,"28,006,930,214,082,000","7,155,459,426,000","1,212,984,000"
11892,"28,014,085,673,508,000","7,156,672,512,000","1,213,086,000"
11893,"28,021,242,346,020,000","7,157,885,700,000","1,213,188,000"
11894,"28,028,400,231,720,000","7,159,098,990,000","1,213,290,000"
11895,"28,035,559,330,710,000","7,160,312,382,000","1,213,392,000"
11896,"28,042,719,643,092,000","7,161,525,876,000","1,213,494,000"
11897,"28,049,881,168,968,000","7,162,739,472,000","1,213,596,000"
11898,"28,057,043,908,440,000","7,163,953,170,000","1,213,698,000"
11899,"28,064,207,861,610,000","7,165,166,970,000","1,213,800,000"
11900,"28,071,373,028,580,000","7,166,380,872,000","1,213,902,000"
11901,"28,078,539,409,452,000","7,167,594,876,000","1,214,004,000"
11902,"28,085,707,004,328,000","7,168,808,982,000","1,214,106,000"
11903,"28,092,875,813,310,000","7,170,023,190,000","1,214,208,000"
11904,"28,100,045,836,500,000","7,171,237,500,000","1,214,310,000"
11905,"28,107,217,074,000,000","7,172,451,912,000","1,214,412,000"
11906,"28,114,389,525,912,000","7,173,666,426,000","1,214,514,000"
11907,"28,121,563,192,338,000","7,174,881,042,000","1,214,616,000"
11908,"28,128,738,073,380,000","7,176,095,760,000","1,214,718,000"
11909,"28,135,914,169,140,000","7,177,310,580,000","1,214,820,000"
11910,"28,143,091,479,720,000","7,178,525,502,000","1,214,922,000"
11911,"28,150,270,005,222,000","7,179,740,526,000","1,215,024,000"
11912,"28,157,449,745,748,000","7,180,955,652,000","1,215,126,000"
11913,"28,164,630,701,400,000","7,182,170,880,000","1,215,228,000"
11914,"28,171,812,872,280,000","7,183,386,210,000","1,215,330,000"
11915,"28,178,996,258,490,000","7,184,601,642,000","1,215,432,000"
11916,"28,186,180,860,132,000","7,185,817,176,000","1,215,534,000"
11917,"28,193,366,677,308,000","7,187,032,812,000","1,215,636,000"
11918,"28,200,553,710,120,000","7,188,248,550,000","1,215,738,000"
11919,"28,207,741,958,670,000","7,189,464,390,000","1,215,840,000"
11920,"28,214,931,423,060,000","7,190,680,332,000","1,215,942,000"
11921,"28,222,122,103,392,000","7,191,896,376,000","1,216,044,000"
11922,"28,229,313,999,768,000","7,193,112,522,000","1,216,146,000"
11923,"28,236,507,112,290,000","7,194,328,770,000","1,216,248,000"
11924,"28,243,701,441,060,000","7,195,545,120,000","1,216,350,000"
11925,"28,250,896,986,180,000","7,196,761,572,000","1,216,452,000"
11926,"28,258,093,747,752,000","7,197,978,126,000","1,216,554,000"
11927,"28,265,291,725,878,000","7,199,194,782,000","1,216,656,000"
11928,"28,272,490,920,660,000","7,200,411,540,000","1,216,758,000"
11929,"28,279,691,332,200,000","7,201,628,400,000","1,216,860,000"
11930,"28,286,892,960,600,000","7,202,845,362,000","1,216,962,000"
11931,"28,294,095,805,962,000","7,204,062,426,000","1,217,064,000"
11932,"28,301,299,868,388,000","7,205,279,592,000","1,217,166,000"
11933,"28,308,505,147,980,000","7,206,496,860,000","1,217,268,000"
11934,"28,315,711,644,840,000","7,207,714,230,000","1,217,370,000"
11935,"28,322,919,359,070,000","7,208,931,702,000","1,217,472,000"
11936,"28,330,128,290,772,000","7,210,149,276,000","1,217,574,000"
11937,"28,337,338,440,048,000","7,211,366,952,000","1,217,676,000"
11938,"28,344,549,807,000,000","7,212,584,730,000","1,217,778,000"
11939,"28,351,762,391,730,000","7,213,802,610,000","1,217,880,000"
11940,"28,358,976,194,340,000","7,215,020,592,000","1,217,982,000"
11941,"28,366,191,214,932,000","7,216,238,676,000","1,218,084,000"
11942,"28,373,407,453,608,000","7,217,456,862,000","1,218,186,000"
11943,"28,380,624,910,470,000","7,218,675,150,000","1,218,288,000"
11944,"28,387,843,585,620,000","7,219,893,540,000","1,218,390,000"
11945,"28,395,063,479,160,000","7,221,112,032,000","1,218,492,000"
11946,"28,402,284,591,192,000","7,222,330,626,000","1,218,594,000"
11947,"28,409,506,921,818,000","7,223,549,322,000","1,218,696,000"
11948,"28,416,730,471,140,000","7,224,768,120,000","1,218,798,000"
11949,"28,423,955,239,260,000","7,225,987,020,000","1,218,900,000"
11950,"28,431,181,226,280,000","7,227,206,022,000","1,219,002,000"
11951,"28,438,408,432,302,000","7,228,425,126,000","1,219,104,000"
11952,"28,445,636,857,428,000","7,229,644,332,000","1,219,206,000"
11953,"28,452,866,501,760,000","7,230,863,640,000","1,219,308,000"
11954,"28,460,097,365,400,000","7,232,083,050,000","1,219,410,000"
11955,"28,467,329,448,450,000","7,233,302,562,000","1,219,512,000"
11956,"28,474,562,751,012,000","7,234,522,176,000","1,219,614,000"
11957,"28,481,797,273,188,000","7,235,741,892,000","1,219,716,000"
11958,"28,489,033,015,080,000","7,236,961,710,000","1,219,818,000"
11959,"28,496,269,976,790,000","7,238,181,630,000","1,219,920,000"
11960,"28,503,508,158,420,000","7,239,401,652,000","1,220,022,000"
11961,"28,510,747,560,072,000","7,240,621,776,000","1,220,124,000"
11962,"28,517,988,181,848,000","7,241,842,002,000","1,220,226,000"
11963,"28,525,230,023,850,000","7,243,062,330,000","1,220,328,000"
11964,"28,532,473,086,180,000","7,244,282,760,000","1,220,430,000"
11965,"28,539,717,368,940,000","7,245,503,292,000","1,220,532,000"
11966,"28,546,962,872,232,000","7,246,723,926,000","1,220,634,000"
11967,"28,554,209,596,158,000","7,247,944,662,000","1,220,736,000"
11968,"28,561,457,540,820,000","7,249,165,500,000","1,220,838,000"
11969,"28,568,706,706,320,000","7,250,386,440,000","1,220,940,000"
11970,"28,575,957,092,760,000","7,251,607,482,000","1,221,042,000"
11971,"28,583,208,700,242,000","7,252,828,626,000","1,221,144,000"
11972,"28,590,461,528,868,000","7,254,049,872,000","1,221,246,000"
11973,"28,597,715,578,740,000","7,255,271,220,000","1,221,348,000"
11974,"28,604,970,849,960,000","7,256,492,670,000","1,221,450,000"
11975,"28,612,227,342,630,000","7,257,714,222,000","1,221,552,000"
11976,"28,619,485,056,852,000","7,258,935,876,000","1,221,654,000"
11977,"28,626,743,992,728,000","7,260,157,632,000","1,221,756,000"
11978,"28,634,004,150,360,000","7,261,379,490,000","1,221,858,000"
11979,"28,641,265,529,850,000","7,262,601,450,000","1,221,960,000"
11980,"28,648,528,131,300,000","7,263,823,512,000","1,222,062,000"
11981,"28,655,791,954,812,000","7,265,045,676,000","1,222,164,000"
11982,"28,663,057,000,488,000","7,266,267,942,000","1,222,266,000"
11983,"28,670,323,268,430,000","7,267,490,310,000","1,222,368,000"
11984,"28,677,590,758,740,000","7,268,712,780,000","1,222,470,000"
11985,"28,684,859,471,520,000","7,269,935,352,000","1,222,572,000"
11986,"28,692,129,406,872,000","7,271,158,026,000","1,222,674,000"
11987,"28,699,400,564,898,000","7,272,380,802,000","1,222,776,000"
11988,"28,706,672,945,700,000","7,273,603,680,000","1,222,878,000"
11989,"28,713,946,549,380,000","7,274,826,660,000","1,222,980,000"
11990,"28,721,221,376,040,000","7,276,049,742,000","1,223,082,000"
11991,"28,728,497,425,782,000","7,277,272,926,000","1,223,184,000"
11992,"28,735,774,698,708,000","7,278,496,212,000","1,223,286,000"
11993,"28,743,053,194,920,000","7,279,719,600,000","1,223,388,000"
11994,"28,750,332,914,520,000","7,280,943,090,000","1,223,490,000"
11995,"28,757,613,857,610,000","7,282,166,682,000","1,223,592,000"
11996,"28,764,896,024,292,000","7,283,390,376,000","1,223,694,000"
11997,"28,772,179,414,668,000","7,284,614,172,000","1,223,796,000"
11998,"28,779,464,028,840,000","7,285,838,070,000","1,223,898,000"
11999,"28,786,749,866,910,000","7,287,062,070,000","1,224,000,000"
12000,"28,794,036,928,980,000","7,288,286,172,000","1,224,102,000"
12001,"28,801,325,215,152,000","7,289,510,376,000","1,224,204,000"
12002,"28,808,614,725,528,000","7,290,734,682,000","1,224,306,000"
12003,"28,815,905,460,210,000","7,291,959,090,000","1,224,408,000"
12004,"28,823,197,419,300,000","7,293,183,600,000","1,224,510,000"
12005,"28,830,490,602,900,000","7,294,408,212,000","1,224,612,000"
12006,"28,837,785,011,112,000","7,295,632,926,000","1,224,714,000"
12007,"28,845,080,644,038,000","7,296,857,742,000","1,224,816,000"
12008,"28,852,377,501,780,000","7,298,082,660,000","1,224,918,000"
12009,"28,859,675,584,440,000","7,299,307,680,000","1,225,020,000"
12010,"28,866,974,892,120,000","7,300,532,802,000","1,225,122,000"
12011,"28,874,275,424,922,000","7,301,758,026,000","1,225,224,000"
12012,"28,881,577,182,948,000","7,302,983,352,000","1,225,326,000"
12013,"28,888,880,166,300,000","7,304,208,780,000","1,225,428,000"
12014,"28,896,184,375,080,000","7,305,434,310,000","1,225,530,000"
12015,"28,903,489,809,390,000","7,306,659,942,000","1,225,632,000"
12016,"28,910,796,469,332,000","7,307,885,676,000","1,225,734,000"
12017,"28,918,104,355,008,000","7,309,111,512,000","1,225,836,000"
12018,"28,925,413,466,520,000","7,310,337,450,000","1,225,938,000"
12019,"28,932,723,803,970,000","7,311,563,490,000","1,226,040,000"
12020,"28,940,035,367,460,000","7,312,789,632,000","1,226,142,000"
12021,"28,947,348,157,092,000","7,314,015,876,000","1,226,244,000"
12022,"28,954,662,172,968,000","7,315,242,222,000","1,226,346,000"
12023,"28,961,977,415,190,000","7,316,468,670,000","1,226,448,000"
12024,"28,969,293,883,860,000","7,317,695,220,000","1,226,550,000"
12025,"28,976,611,579,080,000","7,318,921,872,000","1,226,652,000"
12026,"28,983,930,500,952,000","7,320,148,626,000","1,226,754,000"
12027,"28,991,250,649,578,000","7,321,375,482,000","1,226,856,000"
12028,"28,998,572,025,060,000","7,322,602,440,000","1,226,958,000"
12029,"29,005,894,627,500,000","7,323,829,500,000","1,227,060,000"
12030,"29,013,218,457,000,000","7,325,056,662,000","1,227,162,000"
12031,"29,020,543,513,662,000","7,326,283,926,000","1,227,264,000"
12032,"29,027,869,797,588,000","7,327,511,292,000","1,227,366,000"
12033,"29,035,197,308,880,000","7,328,738,760,000","1,227,468,000"
12034,"29,042,526,047,640,000","7,329,966,330,000","1,227,570,000"
12035,"29,049,856,013,970,000","7,331,194,002,000","1,227,672,000"
12036,"29,057,187,207,972,000","7,332,421,776,000","1,227,774,000"
12037,"29,064,519,629,748,000","7,333,649,652,000","1,227,876,000"
12038,"29,071,853,279,400,000","7,334,877,630,000","1,227,978,000"
12039,"29,079,188,157,030,000","7,336,105,710,000","1,228,080,000"
12040,"29,086,524,262,740,000","7,337,333,892,000","1,228,182,000"
12041,"29,093,861,596,632,000","7,338,562,176,000","1,228,284,000"
12042,"29,101,200,158,808,000","7,339,790,562,000","1,228,386,000"
12043,"29,108,539,949,370,000","7,341,019,050,000","1,228,488,000"
12044,"29,115,880,968,420,000","7,342,247,640,000","1,228,590,000"
12045,"29,123,223,216,060,000","7,343,476,332,000","1,228,692,000"
12046,"29,130,566,692,392,000","7,344,705,126,000","1,228,794,000"
